rank,word,reading_kana,reading_romaji,part_of_speech,meaning,labels,example_1,example_2,example_3
280,回る,まわる,mawaru,"Verb, Godan verb, Intransitive verb",to go around,jlpt_n4,"の送球でアウトになった。

As the batter hit a long fly ball to the outfield area, the runner at first base advanced to the second base, to the third base, and then finally attempted to reach the home base, but was tagged out by the outfielder’s powerful throw.","暴れ回る。そんなシーンも

A huge monster emerges from the sea, lands on a town, and goes on a rampage. Such scenes can be projected with greater force by the use of special effects technology.","企画イベントを実施している。

In order to help students feel more familiar with the subway, the operating company is organizing various events, such as a one-day stationmaster experience for elementary and junior high school students and “stamp rallies” in which participants visit various stations related to specific themes (and collect a rubber stamp at each station in a plain paper book)."
281,まず,,mazu,Adverb,first of all,jlpt_n4,"では、まず始めに校長先生が挨拶をする。

At the morning assembly, the principal will begin by addressing the students.","医学部を卒業したからといって、すぐに医者として活躍できるわけではない。最初の

Graduating from medical school does not mean that one can immediately start working as a clinician. During the first few years, one must gain experience in several specialties as a “fledgling doctor” or a resident.","構想をまとめていった。

At a new product development meeting, each employee first freely shared ideas in a brainstorming session and then the concepts were gradually put together."
282,召し上がる,めしあがる,meshiagaru,"Verb, Godan verb, Transitive verb",to eat; to drink​,jlpt_n4,"ケーブルもアダプタも問題ないのに、スマホの充電ができない。ひょっとして、スマホ

The cable and adapter are fine, but I cannot charge my phone. Perhaps the phone itself is broken.","なんですか。私もなんです。」と

At a friend’s house party, I was told, “I noticed that you have been eating nothing but cheese, do you happen to like cheese? Because I also really like cheese myself.” That was how my wife and I first met.","冷蔵庫の中の物は何でも御自由に召し上がってください

Please feel free to have anything in the fridge."
283,珍しい,めずらしい,mezurashii,"Adjective, い-adjective",unusual; rare,jlpt_n4,"につけることである。

In today’s world, where it is no longer unusual to live in a multilingual and multicultural environment, it is important to learn to see things from multiple perspectives with divergent viewpoints, which is the opposite of the thought process that seeks only one correct answer.","を見るとすり寄ってくる。

A cat in a nearby park is unusually friendly for a cat; when it sees humans, it snuggles up to them.","を見かけることがある。

While driving in rural areas, you may see unusual road signs such as Beware Of Cows Crossing or Beware Of Crabs."
284,見える,みえる,mieru,"Verb, Ichidan verb, Intransitive verb",to be seen; to be in sight; to look; to seem,jlpt_n4,,,
285,港,みなと,minato,Noun,harbour,jlpt_n4,"も来ることで有名だ。

My hometown is a beautiful port town, famous for the many large cruise ships that come every summer from various countries.","強風漁師漁船見合わせた

Fishermen delayed setting sail due to the threat of high waves precipitated by strong winds.","は、言わば日本の玄関であると言ってもいいだろう。

Narita International Airport is, in a sense, the gateway to Japan."
286,味噌,みそ,miso,Noun,fermented condiment made from soybeans,jlpt_n4,"必要がある。

Dried wakame seaweed is one of the most commonly used ingredients in miso soup and vinegared dishes, but it must first be soaked in water to rehydrate it before use.","である。

White rice, miso soup, grilled fish, and Japanese-style rolled omelets are the staples of a typical Japanese breakfast.","この電子辞書は携帯しやすいところが味噌です

The good thing about this electronic dictionary is that it's easy to carry."
287,見つかる,みつかる,mitsukaru,"Verb, Godan verb, Intransitive verb",to be found; to be discovered,jlpt_n4,"正門前怖い先輩先輩裏門入った

There was a scary senior student in front of the main gate of the school, so I sneaked in through the back gate to avoid being seen.","のチラシはそこに印刷を注文することにした。

Having found a good printing company, we decided to place an order for prints of our store’s sales promotion flyer.","が見つからない。置いたと思ったのは

I can’t find my wallet, which I thought I had put on the desk in my room yesterday. I thought I had put it there, but I wonder if I was mistaken."
288,見つける,みつける,mitsukeru,"Verb, Ichidan verb, Transitive verb",to discover; to find; to come across; to detect; to spot,jlpt_n4,,,
289,都,みやこ,miyako,Noun,capital,jlpt_n4,"交通事故が発生している。

In Tokyo, more than 20,000 traffic accidents occur annually.","には誰もいなかった。

Anti-government armed forces overran the capital, but the king had already fled the capital and the palace was empty.","した。

In November, I visited Arashiyama in Kyoto with friends and enjoyed seeing the beautiful autumn leaves."
290,湖,みずうみ,mizuumi,Noun,lake,jlpt_n4,"が張りつめる。

In winter, the lake is completely covered with ice.","は見られなかった。

We climbed up the mountain road to the observation platform to see the spectacular view of Lake Mashū, but unfortunately, the lake surface was not visible due to fog.","が浮かんでいる。

After the typhoon had passed, countless leaves scattered by the strong winds floated on the surface of the lake."
291,戻る,もどる,modoru,"Verb, Godan verb, Intransitive verb",to turn back,jlpt_n4,"できれいさっぱり洗い流した。

After living in the shelter for a while, I was finally able to return home. I washed off a week’s worth of dirt from my body in my bathroom and returned to my clean self.","でいいね。午後はやること

My colleagues and I were rather noisy when we returned to the office after a convivial lunch break. One of our senior colleagues made a snide remark along the lines of: “Young people are so carefree. We have a pile of work to do this afternoon, so try not to doze off.”","は寝たきりだった。しかしリハビリに

My older brother suffered an injury to his leg and was bedridden during his hospitalization. However, he worked hard at his rehabilitation, and now his leg strength and stamina have recovered to his pre-accident state."
292,木綿,もめん,momen,Noun,cotton (material),jlpt_n4,"を着るほうが気持ちがよい。

Cotton absorbs perspiration well, so it is more comfortable to wear clothes made of cotton than those made of synthetic fibers during the hot and humid summer.","を着る機会は限られている。しかし、

In modern life, opportunities to wear a kimono are limited. However, if you choose a kimono made of cotton or wool with a casual pattern, you can happily wear it on a daily basis.","私は木綿のシャツを枚買った

I bought two cotton shirts."
293,森,もり,mori,Noun,forest,jlpt_n4,,,
294,もし,,moshi,Adverb,if; in case; supposing,jlpt_n4,"はいけない。

Snoring may be a sign of serious illness, so do not disregard it and dismiss it as just snoring.","をプレゼントすることにした。

As it will be my parents’ wedding anniversary tomorrow, I have decided to give them meal vouchers to a fancy restaurant so that they can relax and enjoy a meal together for a change.","家留守数時間間入られた

Within just a few hours of my being away from my home, a burglar broke into my house."
295,申し上げる,もうしあげる,moushiageru,"Verb, Ichidan verb, Transitive verb",to say; to offer,jlpt_n4,"申し上げてきましたように、今は格差解消が最優先するべき課題ではないのでしょうか。これについて総理のお考えをはっきりとお聞かせ願いたい。」と述べた。

An opposition Diet member said, “As I said repeatedly, I believe that eliminating the disparity is an issue of the highest priority now. I would like you to clearly state your views on this, Prime Minister.”","閉店とさせていただきます。ご不便をおかけしますが、なにとぞご理解

Owing to the declaration concerning the state of emergency, our store will be closed at 8:00 p.m. for the time being. We apologize for any inconvenience this may cause and ask for your understanding and cooperation.","思いがした。

When I married my wife, I received a letter from my father-in-law saying, “Please take good care of my daughter.” I am determined to honor this responsibility."
296,申す,もうす,mousu,"Verb, Godan verb, Transitive verb",to be called; to say,jlpt_n4,"と申します

This is Mr Suzuki speaking.","必要であれば特別料金を払うことに対して異議は申しません

I have no objection to paying a special fee if it is necessary.","彼女がそんなに良い申しでを断ったことに私は驚いています

I am surprised that she refused such a good offer."
297,もうすぐ,,mousugu,"Adverb, Expression",soon,jlpt_n4,"春はもうすぐだ

Spring is just around the corner.","秋はもうすぐだそろそろ涼しくなり始めてもいいころだ

Autumn is just around the corner. It's about time the weather started cooling off.","秋はもうすぐそこまで来ている

Autumn is just around the corner."
298,迎える,むかえる,mukaeru,"Verb, Ichidan verb, Transitive verb",to go out to meet,jlpt_n4,,,
299,昔,むかし,mukashi,"Noun, Adverbial noun","olden days, former",jlpt_n4,"」という言葉もあるように、料理が得意な男性も増えてきた。

In the old days, it was said that “men should not enter the kitchen,” but recently, as the phrase “cooking men” suggests, a growing number of men are excellent cooks.","していると、中学生の時につけていた日記が出てきた。読み返すと昔のことが

While I was giving a thorough cleaning, I found a diary which I had kept when I was in junior high school. Reading it over, I reminisced about the old days.","昔要りそうだ

These days, changing jobs is more common than it used to be, but now that I am thinking about changing jobs myself, I think I will need some courage."
300,向かう,むかう,mukau,"Verb, Godan verb, Intransitive verb",to head towards,jlpt_n4,"を動かすようにしている。

I spend a great deal of time sitting still while working at my computer, so I make a conscious effort to move regularly.","に向かった。

When my child went to preschool for the first time, he would not stop crying. I felt a wrench when I parted from him to go to work.","へ向かった。

My family came to wave me off to the new city where I will be taking up a temporary post, and as I parted from them I was vert sorry to be leaving them behind."
301,無理,むり,muri,"Noun, Adjective, な-adjective, Suru verb",impossible,jlpt_n4,"を超えて無理にものを詰め込めば、入れ物が壊れてしまうのは当然だ。

If you overpack a container, it will inevitably break regardless of what it is made of.","断った

A teacher asked me to be a class representative, but I declined, saying, “I can’t do it. The responsibility is beyond me.”","になる。

Since the sum of the opposite sides of a die is 7, when 1 is on top, the opposite side will always be 6."
302,虫,むし,mushi,Noun,insect,jlpt_n4,"ぐらいはするべきだ。

Even if you have a coworker you don’t like, you should at least greet him as part of workplace courtesy.","の格差はまだ解消されていない。

It has been a long time since we have heard the phrase, “the development of society where women can reach their highest potential,” but gender disparity in our society has yet to be bridged.","あげた。

A bug had flipped over on the side of the road and was flapping its legs, so I put it back on its feet."
303,息子,むすこ,musuko,Noun,son,jlpt_n4,"をかけている。

Her son does not want to participate in the game anymore because he made a little error in the last game, so his mother chides him, saying, “You’re being spineless.”","が直らない。

No matter how many times I reproached my son, he never got over the habit of biting his nails.","で、全く返信がない。

No matter how many times I text my son, who left home to live alone in Tokyo, he never responds."
304,娘,むすめ,musume,Noun,daughter,jlpt_n4,"、行く。」と返事が返ってきた。

When I called out to my daughter to tell her that the meal was ready, she replied, “I am coming.”","で問題があっても真剣に向き合わず、なあなあですませてきた。そのため、

Even when there have been problems in the family, I have not taken them seriously and have been letting things slide. Because of this, I do not know what my wife and daughter are thinking.","で遊び始めた。

My 3-year-old daughter, who was hungry and grumpy, was in a better mood after eating lunch and began playing by herself."
305,投げる,なげる,nageru,"Verb, Ichidan verb, Transitive verb",to throw or cast away,jlpt_n4,"の足に当たった。

The ball thrown by the pitcher hit the batter’s leg.","がないため、医者はさじを投げた。

The doctor gave up the patient as lost because there was no hope for a cure for him regardless of the treatment.","主人公身自ら命絶った

The protagonist committed suicide by throwing himself off a bridge."
306,泣く,なく,naku,"Verb, Godan verb",to weep,jlpt_n4,"赤ちゃんが泣いている。

A baby is crying. I wonder if she is hungry.","なり、感動するとすぐに泣いてしまう。

I have become sentimental in my old age and cry easily when I am moved.","高校2年生1年合言葉仲間部活励んだ

As second year students in senior high school we worked hard in our studies and extracurricular activities citing the motto “Whether in tears or laughter, just one more year” together with our friends."
307,無くなる,なくなる,naku,"Verb, Godan verb, Intransitive verb",to disappear; to get lost,jlpt_n4,"を置き忘れた。次の

I left my wallet in the classroom. It was no longer there when I went to collect it the next day.","何度無くなった

I kept failing the exam time after time and eventually lost the confidence to pass it.","私はストレスがたまると食欲がなくなるのではなく逆に何か食べないと気が済まなくなる

I don't lose my appetite when I get stressed, rather I can't calm down unless I eat something."
308,亡くなる,なくなる,nakunaru,"Verb, Godan verb, Intransitive verb",to die,jlpt_n4,"だった。どんな時でも笑顔を

Our deceased grandmother was a very gentle person. She had a smile on her face no matter what and was always considerate to her family.","励んで25歳志半ば亡くなった

My younger brother was striving hard to become a doctor, but he passed away at the young age of 25 before achieving that goal.","昨年友人亡くなった

Last year, my friend died in a traffic accident."
309,生,なま,nama,"Noun, Prefix",raw,jlpt_n4,"は困っている。

This summer has been troubled by record low rainfall, which has resulted in extremely poor rice growth.  This situation aggrieves farmers.","交通事故が発生している。

In Tokyo, more than 20,000 traffic accidents occur annually.","では、まず始めに校長先生が挨拶をする。

At the morning assembly, the principal will begin by addressing the students."
310,直る,なおる,naoru,"Verb, Godan verb, Intransitive verb","to be fixed,to be repaired",jlpt_n4,,,
311,治る,なおる,naoru,"Verb, Godan verb, Intransitive verb",to be cured; to heal,jlpt_n4,"風邪治そう薬処方一向に治らない

I took medicines prescribed by a doctor at the hospital in order to cure my cold, but it will not go away.","薬処方風邪治った

Thanks to the prescription of medicine by the doctor at the hospital, the cold went away quickly.","がないため、医者はさじを投げた。

The doctor gave up the patient as lost because there was no hope for a cure for him regardless of the treatment."
312,慣れる,なれる,nareru,"Verb, Ichidan verb, Intransitive verb",to get used to,jlpt_n4,"にもずいぶん慣れてきた。

It has been a year since I moved here, and I have become quite accustomed to rural life.","がいみじくも指摘していたように、その銀行が導入したオンラインの新システムには重大な欠陥があった。

As some pundits had aptly pointed out, the new online system introduced by that bank had serious flaws.","を教えてくれた。

Once I became accustomed to the work, senior colleagues taught me how to work more efficiently."
313,鳴る,なる,naru,"Verb, Godan verb, Intransitive verb",to sound,jlpt_n4,"に携帯電話が鳴ってしまった。

My cell phone rang in the middle of an important meeting because I forgot to set it to silent mode.","にいた子どもたちに早く教室に入るようにと注意した。

The bell rang indicating the start of class, and the teacher reminded the children in the schoolyard to come quickly back to their classrooms.","に回すことにした。

The chime that announced the end of the class rang, so we wrapped up literature reading there and left the rest of the material for the next class."
314,なるほど,,naruhodo,"Adverb, Expression",now I understand,jlpt_n4,"はまず取れますよ。むろん、まだ断言はできませんがね」と言った。

After listening to the whole story, the lawyer said to his client, “I see, it seems that your husband’s affair will be the cause of your divorce. In that case, you should be able to gain custody of your child. Of course, I can’t guarantee it yet, though.”","がなるほどと納得できるように分かりやすく話す必要がある。

When seeking to persuade people, it is necessary to give reasons and concrete examples, and to speak clearly so that the other person can understand and be convinced.","のが望ましい。

In the case of students who repeatedly engage in antisocial behavior such as stealing and violence, it is desirable that the school and school counselor work together to provide coordinated guidance."
315,寝坊,ねぼう,nebou,"Noun, Verb, Suru verb",sleeping in late; oversleeping,jlpt_n4,"しまった。

When I overslept and was late for work, the section chief jokingly made a sarcastic remark saying, ""Good job for arriving at work like an executive!”","になってしまった。

I overslept this morning and did not have time to prepare any side dishes, so my box lunch ended up being just white rice and a single pickled Japanese apricot in the center, resembling the Japanese national flag.","寝坊なんて遅刻の理由にならない

Over-sleeping is no excuse for being late."
316,値段,ねだん,nedan,Noun,price; cost,jlpt_n4,"価格設定になっている。

A book of “coffee tickets” is like a book of discounted ride tickets, as it allows you to drink 11 cups of coffee for the price of ten, making it a slightly more advantageous pricing arrangement.","になったものだ。

The world has become a very difficult place to live in, given rising gasoline prices in the midst of an unsettled economy.","より小さくなっていた。

When I bought a cake at the cake shop that I often go to, the price was the same, but the size of the cake had become smaller than before. I guess it was because the price of flour has gone up, but it’s a tough world we live in."
317,眠い,ねむい,nemui,"Adjective, い-adjective",sleepy,jlpt_n4,"に眠くなるのは生理現象なので避けることはできないが、午後の仕事の効率が下がるので困っている。

Although sleepiness after eating is a physiological phenomenon that cannot be avoided, it is troubling because it reduces work efficiency in the afternoon.","でいいね。午後はやること

My colleagues and I were rather noisy when we returned to the office after a convivial lunch break. One of our senior colleagues made a snide remark along the lines of: “Young people are so carefree. We have a pile of work to do this afternoon, so try not to doze off.”","そんだけ眠そうな顔してれば誰でも分かると思うけど

If you're looking that sleepy I think anybody could tell."
318,眠る,ねむる,nemuru,"Verb, Godan verb, Intransitive verb",to sleep,jlpt_n4,"なり、眠ってしまった。

I was so exhausted that I fell asleep as soon as I got on the train and sat down.","に起こされた。

Perhaps I was more exhausted than I’d thought. I fell asleep on the train on my way home and did not realize I had missed my stop. I was asleep throughout the whole trip until I was awakened by the conductor at the terminus.","を下げてずっと見ている。

My father dotes on his first grandchild and, seems unable to stop watching my sleeping child."
319,熱,ねつ,netsu,Noun,fever,jlpt_n4,"取りやめとなった。

Because my child had a sudden fever, this year’s family trip was abruptly cancelled.","が出てきた。

Since immediately after I received a flu shot, my body has felt heavy, and I have had a mild fever.","と言われた。

When I went to see a physician because my fever would not subside, I was told that I had a summer cold."
320,苦い,にがい,nigai,"Adjective, い-adjective",bitter,jlpt_n4,"顔をした。

The supervisor made a sour face when she heard the report from her subordinate that he had offended an important client.","ときには、ジュースと混ぜて飲ませるなどするとよい。

When a child refuses to take bitter medicine, mix it with juice or soft drinks to mask the unpleasant taste before giving it to them.","が特徴だ。

The tiramisu which my younger brother makes is not too sweet. Rather, it is characterized by the slightly bitter taste of coffee."
321,逃げる,にげる,nigeru,"Verb, Ichidan verb, Intransitive verb",to escape,jlpt_n4,"」と言う人がいるが、それはきれいごとではないのだろうか。

Some people say, “I don’t fight with anyone,” but isn’t that just a superficial, idealistic notion? Aren’t they simply avoiding engaging in a direct exchange of opinions and striving for better solutions together?","に逃げたので助かった。

There was a major earthquake, but I fled to the rising ground before the tsunami approached, so I managed to survive.","をしていた。

When I was hospitalized, I adjusted my body temperature by draping my cardigan over my shoulders and taking it off."
322,二階建て,にかいだて,nikaidate,Noun,two-storied building,jlpt_n4,,,
323,人形,にんぎょう,ningyou,Noun,doll,jlpt_n4,"で売っている。

The handcraft section of a 100-yen store sells small packets of various materials such as felt, ribbons, yarn, and buttons.","をした。

The former pop star, who has been performing independently since the group disbanded, dropped the bombshell that her doll-like, pretty performances on stage at the height of her popularity were something she hated doing, but continued to do for the sake of the group’s image.","いる。

At the haunted house, a popular summer attraction in the amusement park, blood-soaked dolls appearing in the dark and eerie sound effects such as “hyū doro doro” are relentlessly stoking the fear of the visitors."
324,匂い,におい,nioi,Noun,a smell,jlpt_n4,,,
325,似る,にる,niru,"Verb, Ichidan verb, Intransitive verb",to be similar,jlpt_n4,"も似ているので、洋服を共有することも多い。

My younger sister and I have similar tastes in clothes and are about the same size, so we often share each other’s clothes.","が少なく、打ちやすい。

The tennis racket I inherited from my aunt, who is similar to me in stature, is easier to play with and has less impact when receiving the ball compared to the racket I used to use.","は活発な性格で、服装や趣味も違っている。

The two sisters have similar facial features, but while the elder sister has a calm personality, the younger sister is more lively and has a different taste in clothes and hobbies."
326,喉,のど,nodo,Noun,throat,jlpt_n4,"おやつが食べたくなり、ゼラチンを使ってゼリーを作った。

It has been hot every day; I wanted a cool, thirst-quenching snack, so I made jello with gelatin.","や悪徳商法に引っかかる危険性が高い。

The more confidence a person has in not being deceived, the greater the risk that he or she will fall for a scam or unscrupulous business practice.","に引っ掛かっていて、お茶で流し込もうとしたが、まだ取れない。

A small bone from the fish I had for dinner got stuck in my throat; I tried to wash it down with tea, but I still couldn’t get it out."
327,残る,のこる,nokoru,"Verb, Godan verb, Intransitive verb",to remain,jlpt_n4,"として有名なところだ。今でも

The Iwami Ginzan Silver Mine in Shimane Prefecture is famous as a mining ruin. The tunnels previously used for mining silver ore still exist underground.","残っている。

Even though it is mid-September, cicadas are still singing and the remnants of summer still hang in the air.","が残り、洗ってもなかなかとれない。

After cleaning and filleting fish, a fishy odor remains on the hands, which is difficult to remove even after repeated washing."
328,乗り換える,のりかえる,norikaeru,"Verb, Ichidan verb, Transitive verb",to change between buses or trains,jlpt_n4,"だった。しかたがないので、

I had intended to leave the station and transfer to a bus, but the connection with the train was poor and the next bus was not due for another 40 minutes. I had no choice but to walk to my destination.","今飛行機の乗り換えだ今まで飛行機時間乗って乗り換えてこれから又時間だ

I'm in transit between flights now. I've spent 8 hours on a plane so far, after changing planes now it's another two hours.","彼女はバスから地下鉄に乗り換えた

She transferred from the bus to the subway."
329,乗り物,のりもの,norimono,Noun,vehicle,jlpt_n4,"価格設定になっている。

A book of “coffee tickets” is like a book of discounted ride tickets, as it allows you to drink 11 cups of coffee for the price of ten, making it a slightly more advantageous pricing arrangement.","高所恐怖症観覧車苦手だ

I have acrophobia, so I am not a fan of amusement park rides such as Ferris wheels and roller coasters.","彼は家族に別れを告げて乗り物に乗り込んだ

He took leave of his family and got on board."
330,濡れる,ぬれる,nureru,"Verb, Ichidan verb, Intransitive verb",to get wet,jlpt_n4,"でも濡れずに買い物をすることができる。

The underground shopping mall connected to the terminal station allows people to shop without getting wet on rainy days.","までびっしょりと濡れてしまった。

Because of a sudden heavy rain, even the contents of my bag got completely soaked.","の上にビニールをかけてくれる。

When you shop at a department store on a rainy day, they put a plastic cover over the paper bags to keep the items you buy dry."
331,塗る,ぬる,nuru,"Verb, Godan verb, Transitive verb",to paint; to plaster,jlpt_n4,"食べるのが好きだ。

I like to spread butter on toast and eat it with lots of jam on top.","を差すようにしている。

I don’t want to get sunburned, so when I go out in the summer, I wear sunscreen and use a parasol.","、こんがりと焼いた厚いトーストにバターを塗って食べる。

On Sunday mornings, I brew coffee more carefully than usual and eat thick, golden-brown toast with butter."
332,盗む,ぬすむ,nusumu,"Verb, Godan verb, Transitive verb",to steal,jlpt_n4,"だったということだ。

According to eyewitnesses, it was a petite woman wearing glasses who stole money from the Shinto shrine’s offertory box.","いた。

The decisive moment when a pickpocket stole the money was caught on a surveillance camera.","をなでおろした。

Realizing that I had left my smartphone at the café, I went back, worried that it had been stolen, and was relieved to find that a server had kept it safe for me."
333,入学,にゅうがく,nyuugaku,"Noun, Verb, Suru verb",entry to school or university; enrollment,jlpt_n4,"まことにおめでとうございます」と話し始めた。

At the university’s entrance ceremony, the president began his speech by saying, “I would like to congratulate all the new students and their parents on this special occasion.”","である。

The student body of my university has a 50/50 split in enrollment between the students who came from its affiliated senior high school and those who came from non-affiliated senior high schools.","私が入学試験に受かったら、家族で旅行に行くことになっている。

My family plans to go on a trip together if I pass the entrance exam."
334,入院,にゅういん,nyuuin,"Noun, Verb, Suru verb",hospitalization,jlpt_n4,"は寝たきりだった。しかしリハビリに

My older brother suffered an injury to his leg and was bedridden during his hospitalization. However, he worked hard at his rehabilitation, and now his leg strength and stamina have recovered to his pre-accident state.","いる。

In large rooms such as patient wards shared by several people, the beds are separated by curtains to maintain as much privacy as possible between hospitalized patients.","妹夫我が家心苦しい

My younger sister’s husband fell ill and has been hospitalized for a long time; I am distressed by this, but despite what her family is going through, our family does not have the income to support them financially."
335,落ちる,おちる,ochiru,"Verb, Ichidan verb, Intransitive verb",to fall or drop,jlpt_n4,"何度無くなった

I kept failing the exam time after time and eventually lost the confidence to pass it.","が起きる。雪が多く降る

Avalanches occur when snow piled up on mountain slopes starts to slide downhill. Avalanches are more likely to occur in February, when there is more snowfall, so caution must be exercised.","を使わないように、浮いて救助を待つのがよいとされる。

If you fall into a river or the sea, it is better to stay afloat and wait for rescue so that you can preserve as much physical strength as possible."
336,踊り,おどり,odori,Noun,a dance,jlpt_n4,"沖縄本島盆踊り三味線太鼓地元人家々踊り歩く

Eisā is a type of Bon dance from the main island of Okinawa, in which local people dance while visiting house to house, accompanied by the beat of a shamisen (a three-stringed lute with a long neck) and drums.","だけで暮らしている。

My son got married and started a family, and now we, an elderly couple, live alone.","、踊りのテクニックにおいても高い評価を得ている。

The dancer who plays the leading role today has the ideal figure for a ballerina and is highly acclaimed for her dance technique."
337,驚く,おどろく,odoroku,"Verb, Godan verb, Intransitive verb",to be surprised,jlpt_n4,,,
338,踊る,おどる,odoru,"Verb, Godan verb, Intransitive verb",to dance,jlpt_n4,"沖縄本島盆踊り三味線太鼓地元人家々踊り歩く

Eisā is a type of Bon dance from the main island of Okinawa, in which local people dance while visiting house to house, accompanied by the beat of a shamisen (a three-stringed lute with a long neck) and drums.","高校の文化祭のステージで、私たちダンス部は、ブレイクダンスを踊ることにした。

We, the dance club, decided to perform break dancing onstage at the high school cultural festival.","時を超えて古代の昆虫たちが琥珀の中で生き生きと踊る

Transcending time, the insects of ages gone past dance livelily in amber."
339,お出でになる,おいでになる,oide,"Verb, Godan verb, Expression",(respectful) to be,jlpt_n4,"取りにおいでになるまで荷物は郵便局で保管します

The parcel will be kept at the post office until you call for it.","妹さんを連れておいでになってはどうですか

What do you say to bringing your sister?","彼らは女王がおいでになるので旗を掲げた

They hung out the flag for the Queen's visit."
340,お祝い,おいわい,oiwai,"Noun, Suru verb",congratulation,jlpt_n4,,,
341,お嬢さん,おじょうさん,ojousan,Noun,(another's) daughter,jlpt_n4,"彼女はいささかとりすました良家のお嬢さんだった

She was a rather prim and proper young lady.","だった。

The writer, Mr Yamada, has a beautiful daughter who has had a doll-like face with clear-cut features since she was a child; she is a famous beauty in her neighborhood.","お嬢さんのお名前は

What's your daughter's name?"
342,可笑しい,おかしい,okashii,"Adjective, い-adjective",strange or funny,jlpt_n4,"洗濯機の調子がどこかおかしい

Something is wrong with the washing machine.","請願が却下されたのはおかしいと思った

I thought it strange that the petition had been turned down.","世の中全体がおかしくなっているんだよ

The whole world is off its rocker."
343,行う,おこなう,okonau,"Verb, Godan verb, Transitive verb",to perform; to do; to carry out,jlpt_n4,"不祥事会見行った遅き失した感否めない

A press conference was finally held by the company that caused the scandal, but one cannot deny that there was a delay in their response.","いた。

In the days when rice was harvested by hand, farmers worked in the fields with all of their family members.","である。

A fair trial is a prerequisite for a nation governed by the rule of law."
344,怒る,おこる,okoru,"Verb, Godan verb, Intransitive verb",to be angry,jlpt_n4,"家に帰ると母が怒っていた。なぜ怒っているのか分からない。

When I came home, my mother was angry. I have no idea why.","だ。

Even when dealing with a child, you mustn’t just yell emotionally, not explaining what it is that is making you angry.","いたら、夫に「なにもそんなに怒らなくてもいいのに」と言われた。

When I was scolding my child, my husband told me, “You don’t have to be so angry.”"
345,起こす,おこす,okosu,"Verb, Godan verb, Transitive verb",to wake,jlpt_n4,"不祥事会見行った遅き失した感否めない

A press conference was finally held by the company that caused the scandal, but one cannot deny that there was a delay in their response.","である。

My great-grandfather on my mother’s side was an entrepreneur who started a large business and made a fortune in his own lifetime.","を起こさないようにしている。

I am usually an irritable person, but at work I try to keep my temper under control as much as possible."
346,億,おく,oku,Numeric,one hundred million,jlpt_n4,"のように妄想している。

Every time I think about winning 100 million yen in the lottery, I fantasize about buying a car and house, and taking an around the world trip on a cruise ship.","になる。

In the second half of the week, I feel too tired from work to do the housework.","」に輝いた。

A professional golfer, whose game has  grown remarkably stronger in recent years, was crowned “top prize-money earner” of the year, having won over 100 million yen on the domestic tour."
347,屋上,おくじょう,okujou,Noun,rooftop​,jlpt_n4,"がともっているのが見えた。

I went out on the roof of the condominium building to catch a little night breeze and watched each window of the crowded house being lit up.","、自殺を思いとどまった。

A student who had been shouting on the roof of a building, “Get out of the way. I’m going to jump,” was dissuaded from committing suicide after hours of persuasion by the police.","青空を見たくなったら屋上に行きます

I go up to the rooftop when I want to see the blue sky."
348,遅れる,おくれる,okureru,"Verb, Ichidan verb, Intransitive verb",to be late,jlpt_n4,"よかった。

This morning was a bit of a mess because the train was delayed due to an accident resulting in injury or death. Fortunately, despite the lack of taxis, I was able to get to my important meeting on time.","がおわびに近くのコンビニでアイスクリームをおごってくれた。

A friend of mine who was late for the meetup at the station treated me to an ice cream at a nearby convenience store as a token of apology.","を救うことができなくなるかもしれない。

If an ambulance is unnecessarily called when there is no need, it may delay the arrival of the ambulance to a genuine emergency where it is really needed. This could result in death, when otherwise lives could have been saved."
349,贈り物,おくりもの,okurimono,Noun,present; gift,jlpt_n4,"父への贈り物を探しています

I'm looking for a gift for my father.","彼女へのクリスマスの贈り物は何ですか

What is the Christmas gift we are giving to her?","彼女は私の贈り物を少しも喜ばなかった

She was not in the least pleased with my present."
350,送る,おくる,okuru,"Verb, Godan verb, Transitive verb",to send,jlpt_n4,"送られて来る。

Every winter, a friend in Aomori sends a box of bright red apples with news of the season.","消費生活センターや警察に相談してください。

If you are a victim of a malicious shopping site that sells counterfeit products, falsely claiming that they are the real thing or does not send you items after you have transferred money, promptly contact the Consumer Affairs Center or the police.","に衣料を送る活動をしている。

The apparel company my older sister works for is involved in sending clothing to disaster-stricken areas as relief supplies."
351,お祭り,おまつり,omatsuri,Noun,festival,jlpt_n4,"楽しみだった。

As a child I often participated in community events and looked forward to the fall festival every year.","冬のお祭りでは踊りが一番すばらしかったので賞をもらいました

At the winter festival, Beth received an award for dancing the best.","メーデーは世界の労働者のお祭りの日でもあります

May Day is also a festival day for the workers in the world."
352,お見舞い,おみまい,omimai,Noun,visiting ill or distressed people,jlpt_n4,"考えた。その結果、

The children racked their brains about what kind of get-well-soon gift they could give to their hospitalized homeroom teacher. After thinking for some time, they decided to involve their parents and make a video letter.","暑中お見舞い申し上げます

How are you getting along in this hot weather?","彼女のお見舞いに行こうよ

Why don't we go and see her in the hospital?"
