rank,word,reading_kana,reading_romaji,part_of_speech,meaning,labels,example_1,example_2,example_3
182,余分,よぶん,yobun,Noun,extra; excess; surplus,jlpt_n3,"漢字の読みを確認する。
kanji no yomi o kakunin suru.
Check the reading of the kanji.","読みが難しい名前だ。
yomi ga muzukashii namae da.
It's a name that's hard to read.","正しい読み方を覚える。
tadashii yomikata o oboeru.
Learn the correct reading."
183,読み,よみ,yomi,Noun,"reading (of a kanji, situation, etc)",jlpt_n3,"夜中に目が覚めた。
yonaka ni me ga sameta.
I woke up in the middle of the night.","夜中まで起きていた。
yonaka made okite ita.
I was up until midnight.","夜中の二時に着いた。
yonaka no ni ji ni tsuita.
I arrived at 2 a.m."
184,夜中,よなか,yonaka,"Noun, Adverbial Noun",middle of the night; dead of night,jlpt_n3,"こちらで宜しいですか。
kochira de yoroshii desu ka.
Is it all right here?","宜しければどうぞ。
yoroshikereba douzo.
Please go ahead if you don't mind.","明日で宜しい。
ashita de yoroshii.
Tomorrow is fine."
185,宜しい,よろしい,yoroshii,"Adjective, い-adjective",(respectful) OK; all right,jlpt_n3,"彼が唯一の証人だ。
kare ga yuiitsu no shounin da.
He's the only witness.","唯一の希望だ。
yuiitsu no kibou da.
It's my only hope.","唯一無二の存在だ。
yuiitsu muni no sonzai da.
It's a unique existence."
186,唯一,ゆいいつ,yuiitsu,"Noun, Adverbial Noun",only; sole; unique,jlpt_n3,"海外から輸入する。
kaigai kara yunyuu suru.
Import from overseas.","輸入品が増えた。
yunyuuhin ga fueta.
Imported goods have increased.","輸入関税がかかる。
yunyuu kanzei ga kakaru.
Import duties apply."
187,輸入,ゆにゅう,yunyuu,"Noun, Verb, Suru verb",import; importation; introduction,jlpt_n3,"日本は車を輸出している。
nihon wa kuruma o yushutsu shite iru.
Japan exports cars.","輸出が伸びている。
yushutsu ga nobite iru.
Exports are growing.","輸出業を営んでいる。
yushutsu gyou o eite iru.
We're in the export business."
188,輸出,ゆしゅつ,yushutsu,"Noun, Verb, Suru verb",export; exportation​,jlpt_n3,"夕べはよく眠れた。
yuube wa yoku nemureta.
I slept well last night.","夕べのニュースを見た。
yuube no nyuusu o mita.
I watched last night's news.","夕べの約束を忘れないで。
yuube no yakusoku o wasurenaide.
Don't forget last night's promise."
189,夕べ,ゆうべ,yuube,"Noun, Adverbial Noun",evening / last night; yesterday evening,jlpt_n3,"有利な条件で契約した。
yuuri na jouken de keiyaku shita.
I signed under favorable conditions.","有利な立場に立つ。
yuuri na tachiba ni tatsu.
Be in an advantageous position.","天候が有利に働いた。
tenkou ga yuuri ni hataraita.
The weather worked in our favor."
190,有利,ゆうり,yuuri,"Noun, な-adjective",advantageous; favorable; profitable,jlpt_n3,"全国から集まった。
zenkoku kara atsumatta.
People gathered from all over the country.","全国放送で流れた。
zenkoku housou de nagareta.
It was broadcast nationwide.","全国大会に出場する。
zenkoku taikai ni shutsujou suru.
Compete in the national tournament."
191,全国,ぜんこく,zenkoku,Noun,the whole country,jlpt_n3,"随分寒くなった。
zuibun samuku natta.
It's gotten quite cold.","随分待った。
zuibun matta.
I waited quite a while.","随分と上手になった。
zuibun to jouzu ni natta.
You've gotten much better."
192,随分,ずいぶん,zuibun,"Adjective, な-adjective, Adverb",very; extremely; surprisingly; considerably; awfully,jlpt_n3,"理解してもらうのがずいぶん難しいと思いました

I found it rather difficult to make myself understood.","彼女は随分前に家族と縁を切った

She broke with her family long ago.","彼女は最近ずいぶん健康をとりもどしたようだ

Her health seems to have improved considerably of late."
