japanese_expression,english_meaning,grammar_structure,labels,notes,example_1,example_2,example_3,example_4,example_5
に関する / に関して(ni kan suru / ni kan shite),about; regarding; related to ~,"Meaning 意味 about; regarding; related to ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Noun に関して(は） に関する",jlpt_n3,,"それに関しては彼は初心者だ。
sore ni kanshite wa kare wa shoshinsha da.
He is a beginner in regards to that.","配送に関して希望はありますか？
haisou ni kanshite kibou wa arimasu ka?
Do you have any requests regarding delivery?","給料に関しては不満はない。
kyuuryou ni kanshite wa fuman wa nai.
I have no complaints regarding my salary.","彼の新しい小説は、日本文化に関するものだった。
kare no atarashii shousetsu wa, nihon bunka ni kan suru mono datta.
His latest novel was related to Japanese culture.","この本には、交通規則に関することが書いてあります。
kono hon ni wa, koutsuu kisoku ni kansuru koto ga kaitearimasu.
This book is about traffic rules."
にかわって / にかわり(ni kawatte / ni kawari),instead of; replacing; on behalf of ~,"Meaning 意味 instead of; replacing; on behalf of ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Noun (person) にかわって にかわり",jlpt_n3,,"弟は、母にかわってご飯を作った。
otouto wa, haha ni kawatte gohan o tsukutta.
My little brother made dinner instead of my mom.","部長にかわり、私は会議に参加しました。
buchou ni kawari, watashi wa kaigi ni sanka shimashita.
I participated in the meeting instead of my manager.","DVDにかわり、ブルーレイが使われるようになった。
DVDにかわり、ブルーレイがつかわれるようになった。
DVD ni kawari, buruurei ga tsukawareru you ni natta.","父にかわって一言お礼を申し上げます。
chichi ni kawatte hitokoto orei o moushi agemasu.
I will say a word of thanks in place of my father.","来週の出張は大阪にかわって、京都に行くことになりました。
raishuu no shucchou wa oosaka ni kawatte, kyouto ni iku koto ni narimashita.
Next week's business trip was changed from Osaka to Kyoto."
に比べて(ni kurabete),compared to; in comparison to ~,"Meaning 意味 compared to; in comparison to ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Noun に比べて に比べると に比べれば に比べ Related Kanji 漢字 N2 Kanji: 比 (hi, kuraberu) Meaning: compare; race; ratio",jlpt_n3,,"昨日に比べて、今日は少し寒いね。
kinou ni kurabete, kyou wa sukoshi samui ne.
It's a bit cold today compared to yesterday.","ロンドンはパリに比べると大きい。
rondon wa pari ni kuraberu to ookii.
London is large, compared with Paris.","以前に比べて、彼の日本語は上手になった。
izen ni kurabete, kare no nihongo wa jouzu ni natta.
His Japanese is better than before.","日本はアメリカや中国に比べれば小さな国です。
nihon wa amerika ya chuugoku ni kurabereba chiisana kuni desu.
Compared with America or China, Japan is a small country.","東京に比べて、大阪のほうが物価が安い。
toukyou ni kurabete, oosaka no hou ga bukka ga yasui.
In comparison to Tokyo, prices in Osaka are cheaper."
において / における(ni oite / ni okeru),in; at (place); regarding; as for; in relation to ~,"Meaning 意味 in; at (place); regarding; as for; in relation to ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Noun において における + Noun",jlpt_n3,,"私は全てにおいて頑張ります。
watashi wa subete ni oite ganbarimasu.
I do my best with everything.","当時においては、海外旅行など夢のようなことだった。
touji ni oite wa, kaigai ryokou nado yume no youna koto datta.
Back then, traveling abroad was like a dream.","だいたいにおいて春に雨がよく降る。
daitai ni oite haru ni ame ga yoku furu.
It generally rains a lot in Spring.","今度のオリンピックは東京において開催される。
kondo no orinpikku wa toukyou ni oite kaisai sareru.
The upcoming Olympics will be held in Tokyo.","人生において一番大切なことは、後悔しないように自分がしたいことをすることだと思う。
jinsei ni oite ichiban taisetsu na koto wa, koukai shinai youni jibun ga shitai koto o suru koto dato omou.
The most important thing in my life is to do what I want to do without regret."
にしたがって(ni shitagatte),as; therefore; in accordance with; according to; consequently ~,"Meaning 意味 as; therefore; in accordance with; according to; consequently ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Verb (dictionary form) に従って にしたがって に従い にしたがい Noun",jlpt_n3,,"暗くなるにしたがって、だんだん寒くなってきました。
kuraku naru ni shitagatte, dandan samuku natte kimashita.
It began to get colder as it got darker.","年をとるにしたがって、病気になりやすくなります。
toshi o toru ni shitagatte, byouki ni nari yasuku narimasu.
As one gets older, it becomes easier to get sick.","日本での生活に慣れるにしたがって日本人の友達が増えた。
nihon de no seikatsu ni nareru ni shitagatte nihonjin no tomodachi ga fueta.
As I got used to life in Japan, my number of Japanese friends increased.","寒くなるに従って風邪を引く人が多くなります。
samuku naru ni shitagatte kaze o hiku hito ga ooku narimasu.
As it gets colder, people with colds will increase.","パソコンの普及に従って、仕事がとてもやりやすくなった。
pasokon no fukyuu ni shitagatte, shigoto ga totemo yari yasuku natta.
As computers become more widespread, work become much easier."
にしても(ni shite mo),even if; even though; regardless of ~,"Meaning 意味 even if; even though; regardless of ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese particles , ても expressions
How to use 使い方 Verb (casual) にしても Noun + (である) な-adjective + (である) い-adjective",jlpt_n3,,"どちらにしても賛成できない。
dochira ni shite mo sansei dekinai.
In either case I cannot agree.","いずれにしても同じ結果になる。
izure ni shite mo onaji kekka ni naru.
Either way, both lead to the same result.","それにしても、日本は良い国ですね！
sore ni shite mo, nihon wa yoi kuni desu ne!
Regardless, Japan is a great country!","何をするにしても、よく考えてから行動しなさい。
nani o suru ni shite mo, yoku kangaete kara koudou shinasai.
Regardless of what you do, make sure you think carefully before you take action.","今回の試験は合格したにしても、点数はあまりよくないと思う。
konkai no shiken wa goukaku shita ni shite mo, tensuu wa amari yokunai to omou.
Even if I pass this test, I don’t think I’ll have a high score."
にしては(ni shite wa),for; considering it’s (something or someone),"Meaning 意味 for; considering it’s (something or someone)
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese particles
How to use 使い方 Verb (casual) にしては Noun",jlpt_n3,,"今４月にしては、ちょっと暑いですね。
ima 4 gatsu ni shite wa, chotto atsui desu ne.
It's a bit hot for April.","初めてケーキを作ったにしては、上手にできましたね。
hajimete keeki o tsukutta ni shite wa, jouzu ni dekimashita ne.
You did a good job with the cake considering it was your first time.","あの人は５０歳にしては、ずいぶん若く見える。
ano hito wa 50 sai ni shite wa, zuibun wakaku mieru.
That person looks considerably young for 50.","外国人にしては日本語が上手だ。
gaikokujin ni shite wa nihongo ga jouzu da.
For a foreigner, his Japanese is very good.","この子は小学生にしてはずいぶんしっかりしている。
kono ko wa shougakusei ni shite wa zuibun shikkari shite iru.
For an elementary school student, this kid sure has himself in order."
に対して(ni taishite),towards; against; regarding; in contrast with​ ~,"Meaning 意味 towards; against; regarding; in contrast with​ ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Noun に対して Related Kanji 漢字 N3 Kanji: 対 (tai, tsui) Meaning: compare",jlpt_n3,,"彼は女性に対しては優しい。
kare wa kanojo ni taishite wa yasashii.
He is kind towards her.","お客さんに対して、そのような言葉遣いをしてはいけません。
okyakusan ni taishite wa, sono you na kotoba dzukai o shite wa ikemasen.
You must not speak towards customers that way.","私の先生は男の子に対して厳しいが、女の子に対しては優しい。
watashi no sensei wa otokonoko ni taishite wa kibishii ga, onnanoko ni taishite wa yasashii.
My teacher is strict with boys but gentle with girls.","目上の人に対して敬意を示さなければなりません。
meue no hito ni taishite keii o shimesanakereba narimasen.
We must show respect to our superiors.","子供に対して短気を起こしてはいけない。
kodomo ni taishite tanki o okoshite wa ikenai.
You shouldn't be impatient with children."
にとって(ni totte),to; for; concerning; as far as ... is concerned; regarding ~,"Meaning 意味 to; for; concerning; as far as ... is concerned; regarding ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese particles
How to use 使い方 Noun にとって（は/も）",jlpt_n3,,"私にとって、漢字の勉強はとても楽しい。
watashi ni totte, kanji no benkyou wa totemo tanoshii.
For me, studying kanji is a lot of fun!","あなたにとって、一番大切な物は何ですか？
anata ni totte, ichiban taisetsu na mono wa nan desu ka?
What is the most important thing for you?","家族は私にとって、一番大切な物です。
kazoku wa watashi ni totte, ichiban taisetsu na mono desu.
For me, the most important thing is family.","水は人間の体にとって必要なものだ。
mizu wa ningen no karada ni totte hitsuyou na mono da.
Water is essential for the human body.","スポーツ選手にとって、健康管理はとても重要です。
supootsu senshu ni totte, kenkou kanri wa totemo juuyou desu.
For athletes, health management is extremely important."
について(ni tsuite),concerning; regarding; about; on ~,"Meaning 意味 concerning; regarding; about; on ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese particles
How to use 使い方 Noun について",jlpt_n3,,"この問題についてどう思いますか。
kono mondai ni tsuite dou omoimasu ka.
What do you think about this problem?","あなたの国についていろいろと教えてください。
anata no kuni ni tsuite iroiro to oshiete kudasai.
Please tell me more about your country.","その事件について、知っていることを全部話してください。
sono jiken ni tsuite, jitteiru koto o zenbu hanashite kudasai.
Please tell me everything you know regarding that incident.","お医者さんに、今飲んでいる薬について説明をしてもらいました。
oisha san ni, ima nondeiru kusuri ni tsuite setsumei o shite moraimashita.
I had my doctor explain to me about the medicine I am taking now.","大学では国際ビジネスについて研究したいと思っています。
daigaku de wa kokusai bijinesu ni tsuite kenkyuu shitai to omotteimasu.
I am thinking about studying international business in university."
につれて(ni tsurete),as; in proportion to; with; as… then ~,"Meaning 意味 as; in proportion to; with; as… then ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese conjunctions
How to use 使い方 Verb (dictionary form) につれて につれ Noun",jlpt_n3,,"台風が近づくにつれて、どんどん風が強くなってきた。
taifuu ga chikazuku ni tsurete, dondon kaze ga tsuyoku natte kita.
As the typhoon came closer, the wind gradually got stronger.","日本語が上手になるにつれて、日本での生活が楽しくなってきた。
nihongo ga jouzu ni naru ni tsurete, nihon de no seikatsu ga tanoshiku natte kita.
As I continued to improve my Japanese, life in Japan became more enjoyable.","年をとるにつれて、髪の色が白くなるのは普通だ。
toshi o toru ni tsurete, kami no iro ga shiroku naru no wa futsuu da.
It is normal for one's hair to turn white as they age.","子供たちが大きくなるにつれ、母親であることが楽になってきた。
kodomotachi ga ookiku naru ni tsure, hahaoya de aru koto ga raku ni natte kita.
As the kids get older, being a mother gets easier.","時がたつにつれて、愛が深くなる。
toki ga tatsu ni tsurete, ai ga fukaku naru.
Love grows with time."
には(ni wa),for the purpose of; in order to ~,"Meaning 意味 for the purpose of; in order to ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese particles
How to use 使い方 Verb (dictionary form) には",jlpt_n3,,"日本語が上手になるには、どうしたらいいですか。
nihongo ga jouzu ni naru ni wa, dou shitara ii desu ka?
What should I do to improve my Japanese?","図書館の本を借りるには、このカードが必要です。
toshokan no hon o kariru ni wa, kono kaado ga hitsuyou desu.
In order to borrow a book from the library, you need this card.","JLPT N1に合格するには、どんな勉強が必要でしょうか。
JLPT N1にごうかくするには、どんなべんきょうがひつようでしょうか。
JLPT N1 ni goukaku suru ni wa, donna benkyou ga hitsuyou deshou ka.","子供がいい大学に入れるには、私は毎日残業してお金を稼いている。
kodomo ga ii daigaku ni haireru ni wa, watashi wa mainichi zangyou shite okane o kaseite iru.
I work overtime everyday to save money to get my kids into a good university.","お酒を購入するには、２０歳以上であることを証明できるものが必要です。
osake o kounyuu suru ni wa, hatachi ijou de aru koto o shoumei dekiru mono ga hitsuyou desu.
To buy alcohol, you need something to prove you are at least 20 years of age."
によると /によれば(ni yoru to/ni yoreba),according to ~,"Meaning 意味 according to ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Noun によると によれば",jlpt_n3,,"天気予報によると、明日は雨だそうです。
tenki yohou ni yoru to, ashita wa ame da sou desu.
According to the weather report, tomorrow it looks like it will rain.","私の聞いたところによると、彼らは別れそうだ。
watashi no kiita tokoro ni yoru to, karera wa wakare sou da.
According to what I heard, they have broken up.","先生の話によると、この文法はJLPTのテストに出る可能性は低いです。
sensei no hanashi ni yoru to, kono bunpou wa JLPT no tesuto ni deru kanousei wa hikui desu.
According to the teacher, this grammar point is unlikely to appear on the JLPT.","ニュースによれば、近頃物価が上がるそうです。
nyuusu ni yoreba, chikagoro bukka ga agaru sou desu.
According to the news, prices are expected to rise in the near future.","先生の話によると、来年の大学受験はもっと難しくなるらしい。
sensei no hanashi ni yoru to, rainen no daigaku juken wa motto muzukashiku naru rashii.
According to my teacher, next year’s university entrance exam is going to be more difficult."
によって / による(ni yotte / ni yoru),by means of; due to; owing to; because of ~,"Meaning 意味 by means of; due to; owing to; because of ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Noun によって により による",jlpt_n3,,"それは場合による。
sore wa baai ni yoru.
That depends on the situation.","人によって考え方が違う。
hito ni yotte kangaegata ga chigau.
Everyone has a different way of thinking.","大雪によって、電車は２時間以上も遅れました。
ooyuki ni yotte, densha wa 2 jikan ijou mo okuremashita.
Due to the heavy snow, the train was more than 2 hours late.","その薬品は人によっては強い副作用が起こる。
sono yakuhin wa hito ni yotte wa tsuyoi fukusayou ga okoru.
That medicine has strong side effects depending on the person.","これは有名な作家によって書かれた小説です。
kore wa yuumei na sakka ni yotte kakareta shousetsu desu.
This is a novel that was written by a famous author."
のでしょうか(no deshou ka),ask a question in a polite way,"Meaning 意味 ask a question in a polite way
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: ～か
How to use 使い方 Verb (casual) のでしょうか んでしょうか Noun + な な-adjective + な い-adjective",jlpt_n3,,"明日は晴れるのでしょうか。
ashita wa hareru no deshou ka?
I wonder if it will be clear tomorrow.","彼らはそれをどうするつもりなのでしょうか。
karera wa sore o dousuru tsumori na no deshou ka?
What do they plan on doing with that?","私はそれを待てば良いのでしょうか。
watashi wa sore o mateba yoi no deshou ka?
Should I wait for that?","この問題を解決するにはどうすればよいのでしょうか。
kono mondai o kaiketsu suru ni wa dousureba yoi no deshou ka?
I wonder what we should do to resolve this issue?","すみません、これは正しい金額なのでしょうか？
sumimasen, kore wa tadashii kingaku na no deshou ka?
Sorry, Is this the correct amount of money?"
を中心に(o chuushin ni),focused on; centered on,"Meaning 意味 focused on; centered on
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Noun を中心に を中心として を中心とした を中心とする",jlpt_n3,,"文法を中心に、日本語を勉強する。
bunpou o chuushin ni, nihongo o benkyou suru.
To study Japanese with a focus on grammar.","私の人生はすべて、家族を中心に回っている。
watashi no jinsei wa subete, kazoku o chuushin ni mawatteiru.
Everything in my life revolves around family.","その物語は彼女の一生を中心にして書かれている。
sono monogatari wa kanojo no isshou o chuushin ni shite kakareteiru.
That story is written around her life story.","午前中は文法を勉強します。午後は会話を中心に勉強することになっています。
gozenchuu wa bunpou o benkyou shimasu. gogo wa kaiwa o chuushin ni benkyou suru koto ni natte imasu.
We’ll study grammar in the morning. In the afternoon, we’ll focus on learning speaking skills.","この作家の作品は、若い女性を中心に読まれている。
kono sakka no sakuhin wa, wakai josei o chuushin ni yomarete iru.
This author’s books are mostly read by young women."
をはじめ(o hajime),for example; starting with ~,"Meaning 意味 for example; starting with ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Noun をはじめ をはじめとする",jlpt_n3,,"東京には東京タワーをはじめ多くの観光地がある。
toukyou ni wa toukyou tawaa o hajime ooku no kankouchi ga aru.
In Tokyo, there are many tourist attractions like Tokyo Tower and so on.","日本のアニメはドラゴンボールをはじめ、面白いものが多い。
nihon no anime wa doragon booru o hajime, omoshiroi mono ga ooi.
There are many interesting Japanese anime, like Dragon Ball and so on.","そのポスターには私をはじめ何人かがサインしていた。
sono posutaa ni wa watashi o hajime nanninka ga sain shite ita.
Myself and numerous other people signed that poster.","日本の春は、お花見をはじめたくさんのイベントがある。
nihon no haru wa, ohanami o hajime takusan no ibento ga aru.
In spring in Japan, there is cherry blossom viewing and many other events.","この本には、犬をはじめ、色々な動物のことが書いてあります。
kono hon ni wa, inu o hajime, iroirona doubutsu no koto ga kaite arimasu.
In this book, a lot of things are written about dogs and various other animals."
を込めて(o komete),filled with; full of,"Meaning 意味 filled with; full of
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Noun を込めて をこめて Related Kanji 漢字 N3 Kanji: 込 (komu) Meaning: crowded, mixture",jlpt_n3,,"彼女に愛を込めて手紙を書きました。
kanojo ni ai o komete tegami o kakimashita.
I wrote her a letter full of my love.","平和への願いを込めて、この歌を作りました。
heiwa e no negai o komete, kono uta o tsukuri mashita.
I wrote this song filled with my wish for peace.","私は夫のために毎日愛情を込めてお弁当を作っています。
watashi wa otto no tame ni mainichi aijou o komete obentou o tsukutte imasu.
To help support my husband, every day I make him a lunch box full of my love.","彼女は故郷への思いを込めて、その曲を作ったそうだ。
kanojo wa furusato e no omoi o komete, sono kyoku o tsukutta sou da.
She apparently made that song full of thoughts of her hometown.","父の日には、いつも頑張っている父に感謝の気持ちを込めてプレゼントを贈りました。
chichi no hi niwa, itsumo ganbatte iru chichi ni kansha no kimochi o komete purezento o okuri mashita.
On father's day, I sent a present full of my gratitude to my always hard-working father."
を通じて / を通して(o tsuujite / o tooshite),through; via; throughout; by ~,"Meaning 意味 through; via; throughout; by ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Noun を通じて【をつうじて】 を通して【をとおして】 Related Kanji 漢字 N4 Kanji: 通 (tsuu, tooru) traffic",jlpt_n3,,"そのことは新聞を通じて知った。
sono koto wa shinbun o tsuujite shitta.
I learned that from a newspaper.","この駅前広場では年間を通じて様々なイベントが催される。
kono ekimae hiroba de wa nenkan o tsuujite samazamana ibento ga moyoosareru.
At the public square in front of this station, throughout the year there are various events held.","二人は大学のサークル活動を通して知り合った。
futari wa daigaku no saakuru katsudou o tooshite shiriatta.
These 2 met through their university club activities.","旅を通じていろいろな経験をし、それをこれからの仕事に生かしたい。
tabi o tsuujite iroirona keiken o shi, sore o kore kara no shigoto ni ikashitai.
I've gained various experience in my travels, and want to capitalize on that with my work from now on.","後ろのほうの人にも聞こえるよう、マイクを通して話した。
ushiro no hou no hito ni mo kikoeru you, maiku o tooshite hanashita.
So the people in the back could also hear, I spoke through a microphone."
おかげで(okage de),thanks to; owing to; because of ~,"Meaning 意味 thanks to; owing to; because of ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Verb (casual) おかげで Noun + の な-adjective + な い-adjective",jlpt_n3,,"彼女のおかげで、私は毎日幸せだ。
kanojo no okage de, watashi wa mainichi shiawase da.
Thanks to her, I am happy everyday.","日本へ来たおかげで、日本語が上手になりました。
nihon e kita okage de nihongo ga jouzu ni narimashita.
I improved my Japanese because I came to Japan.","先生のおかげでJLPT N3に合格できました。
sensei no okage de JLPT N3 ni goukaku dekimashita.
Thanks to my teacher, I passed the JLPT N3.","薬を飲んだおかげで、すっかり元気になりました。
kusuri o nonda okage de, sukkari genki ni narimashita.
I healed up thanks to taking my medicine.","日本語を習ったおかげで、いい仕事を見つけることができました。
nihongo o naratta okage de, ii shigoto o mitsukeru koto ga dekimashita.
I was able to find a good job because I learned Japanese."
っぱなし(ppanashi),leaving (something) on; leaving (something) still in use​,"Meaning 意味 leaving (something) on; leaving (something) still in use​
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: suffix
How to use 使い方 Verb ます (stem form) っぱなし",jlpt_n3,,"このドアはいつも開けっぱなしだ。
kono doa wa itsumo ake ppanashi da.
This door is always left open.","水を出しっぱなしにしないでください。
mizu o dashi ppanashi ni shinaide kudasai.
Please do not leave the water running.","窓を開けっぱなしで出てきた。
mado o ake ppanashi de dete kita.
I left the windows open when I went out.","私は4時間立ちっぱなしでした。
watashi wa 4 jikan tachi ppanashi deshita.
I stood for four hours straight.","また使いっぱなしじゃない！使い終わったら片付けなさいって、いつも言ってるでしょう。
mata tsukai panashi janai! tsukai owattara katazukenasai tte, itsumo itteru deshou.
This is still left out again? I've told you countless times to clean this up after you are finished using it!"
っぽい(ppoi),seems like; somewhat; -ish; easily does; often does ~,"Meaning 意味 seems like; somewhat; -ish; easily does; often does ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: suffix
How to use 使い方 Verb ます (stem form) っぽい Noun い-adjective い",jlpt_n3,,"油っぽい食事は好きじゃない。
abura ppoi shokuji wa suki janai.
I don't like oily foods.","私はあなたの子供っぽいところが好きです。
watashi wa anata no kodomo ppoi tokoro ga suki desu.
I like your childish side.","あの小学生は、大人っぽい。
ano shougakusei wa, otona ppoi.
That elementary school student is very adult-like.","朝起きると顔が油っぽいです。
asa okiru to kao ga abura ppoi desu.
My face is oily when I wake up in the morning.","この牛乳は水っぽくて、美味しくない。
kono gyuunyuu wa mizu pokkute oishikunai.
This milk is a little watery and doesn't taste very good."
さえ(sae),even; so much as; not even,"Meaning 意味 even; so much as; not even
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese particles
How to use 使い方 Noun （で）さえ（も）",jlpt_n3,,"そんなこと、子供でさえ知っている。
sonna koto, kodomo de sae shitteiru.
Even children know that.","忙しすぎて、ご飯を食べる時間さえない。
isogashisugite, gohan o taberu jikan sae nai.
I'm so busy I don't even have time to eat.","のどが痛くて、水さえ飲めない。
nodo ga itakute, mizu sae nomenai.
My throat hurts so much I can't even drink water.","母はテレビが嫌いで、ニュースさえ見ません。
haha wa terebi ga kirai de, nyuusu sae mimasen.
My mother hates TV's and so we don't even watch the news.","彼らは教室にいる時でさえも携帯を使う。
karera wa kyoushitsu ni iru toki de sae mo keitai o tsukau.
They use their cellphone even when they are in the classroom."
さえ～ば(sae~ba),if only; as long as ~,"Meaning 意味 if only; as long as ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese particles , ば conditional form
How to use 使い方 Verb ます (stem form) さえすれば Verb (て form) さえいれば Noun さえ + Verb (ば form)",jlpt_n3,,"お金さえあれば幸せです。
okane sae areba shiawase desu.
I'm happy as long as I have money.","薬を飲みさえすれば治ります。
kusuri o nomi sae sureba naorimasu.
You'll get better if you take your medicine.","君さえいれば、私は幸せだ。
kimi sae ireba, watashi wa shiawase da.
As long as you are here I am happy.","チケットさえあれば入れます。
chiketto sae areba hairemasu.
All you need is a ticket to get in.","メールアドレスさえあれば、誰でも登録できます。
meeru adoresu sae areba, dare demo touroku dekimasu.
Anybody with an email address can register."
最中に(saichuu ni),while; during; in the middle of ~,"Meaning 意味 while; during; in the middle of ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 Verb (ている form) 最中に 最中だ Noun + の",jlpt_n3,,"食事の最中に大きな地震が起こった。
shokuji no saichuu ni ookina jishin ga okotta.
During dinner there was a big earthquake.","私はテニスの最中に自分で怪我をしてしまった。
watashi wa tenisu no saichuu ni jibun de kega o shite shimatta.
I hurt myself while I was playing tennis.","私はパリを旅行している最中に彼女に会いました。
watashi wa pari o ryokou shiteiru saichuu ni kanojo ni aimashita.
I met her while I was traveling in Paris.","会議をしている最中に、携帯電話が鳴った。
kaigi o shiteiru saichuu ni keitai denwa ga natta.
My cell phone started to ring in the middle of the meeting.","彼女は嵐の真っ最中に家を出た。
kanojo wa arashi no massaichuu ni ie o deta.
She went out of the house right in the middle of a storm."
さらに(sara ni),furthermore; again; more and more ~,"Meaning 意味 furthermore; again; more and more ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs , Japanese conjunctions
How to use 使い方 さらに phrase Related Kanji 漢字 N3 Kanji: 更 (kou, sarani, fukeru) Meaning: renew, renovate, again",jlpt_n3,,"彼は父親よりさらに背が高い。
kare wa chichioya yori sara ni se ga takai.
He is even taller than his father.","いらっしゃい！いらっしゃい！今日はいつもよりさらにお安くなっていますよ！
irasshai! irasshai! kyou wa itsumo yori sara ni oyasuku natte imasu yo!
Welcome, welcome! Today everything is even cheaper than usual!","こちらの料理には、すこし塩を足すと、さらに美味しくなりますよ。
kochira no ryouri niwa, sukoshi shio o tasuto sara ni oishiku narimasu yo.
With this food, by adding a little bit of salt it will become even more delicious.","私はそれについてさらに知りたい。
watashi wa sore ni tsuite sarani shiritai.
I want to know even more about that.","彼は料理を2人分も食べた。さらに、食後にケーキも食べた。
kare wa ryouri o futaribun mo tabeta. sarani, shokugo ni keeki mo tabeta.
He ate enough for 2 people. Furthermore, after that he also ate some cake."
さて(sate),conjunction: well; now; then ~,"Meaning 意味 conjunction: well; now; then ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese conjunctions
How to use 使い方 さて clause",jlpt_n3,,"さてどうしよう。
sate dou shiyou.
What shall I do now?","さてクイズの時間です。
sate kuizu no jikan desu.
Now it's time for a quiz.","さて、お昼にしましょう。
sate, ohiru ni shimashou.
Well, let's have lunch.","さてこの人は誰でしょうか。
sate kono hito wa dare deshou ka.
Then, who is this person?","さて本題にはいろうか。
sate hondai ni hairou ka.
Well, let's get down to business."
せいで(sei de),because of; due to; as a result of ~,"Meaning 意味 because of; due to; as a result of ~
example sentences
vocabulary list
related grammar
Level: JLPT N3
How to use 使い方 Verb (casual) せい（で/に) Noun + の Adjective",jlpt_n3,,"さっきコーヒーを飲んだせいで、なかなか寝られません。
sakki koohii o nonda sei de, nakanaka neraremasen.
Because I drank coffee a little while ago, I can't seem to fall asleep.","頭が痛い。疲れたせいかな。
atama ga itai. tsukareta sei kana.
My head hurts. Maybe it's because I am tired..","バスが遅れたせいで、授業に遅れてしまった。
basu ga okureta sei de, jugyou ni okurete shimatta.
I was late for class because my bus was late.","あなたの失敗を、私のせいにしないでよ！
anata no shippai o, watashi no sei ni shinai de yo!
Don't blame me for your mistake!","体調が悪かったせいで、試験に集中できなかった。
taichou ga warukatta sei de, shiken ni shuuchuu dekinakatta.
As a result of not feeling well, I wasn't able to concentrate on the exam."
せいぜい(seizei),at the most; at best; to the utmost,"Meaning 意味 at the most; at best; to the utmost
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 せいぜい Noun (period of time) Verb",jlpt_n3,,"せいぜい頑張ろうね！
seizei ganbarou ne!
Let's give it our all!","せいぜい楽しんで行ってください。
seizei tanoshinde itte kudasai.
Enjoy yourself to the fullest!","彼はせいぜい３０歳ぐらいだ。
kare wa seizei 30 sai gurai da.
He's 30 years old at most.","せいぜいがんばって練習しなさい。
seizei ganbatte renshuu shinasai.
Practice as hard as you can.","彼は稼いでもせいぜい月に20万円だ。
kare wa kaseidemo seizei tsuki ni 20 man en da.
He earns no more than 200,000 yen a month."
しばらく(shibaraku),for a moment; for a while; for the time being,"Meaning 意味 for a moment; for a while; for the time being
example sentences
vocabulary list
related grammar
Level: JLPT N3
Tags: Japanese adverbs
How to use 使い方 しばらく clause Related Kanji 漢字 N1 Kanji: 暫 (zan, shibara(ku)) Meaning: temporarily, a while, moment, long time",jlpt_n3,,"しばらくここで待てください。
shibaraku koko de mate kudasai.
Please wait here for a while.","こんにちは。しばらくですね！
konnichiwa. shibaraku desu ne!
Hello, it's been a while!","私はしばらく暇です。
watashi wa shibaraku hima desu.
I have free time for a while.","しばらく考える時間をください。
shibaraku kangaeru jikan o kudasai.
Please give me some time to think about it.","しばらくお待ちくださいますか？
shibaraku omachi kudasaimasu ka?
Could you please wait for a moment?"
